UAI,Sigle,Nom Archipel,Nom complet (Archipel),Nom complet,PAS.1.Collège de rattachement,PAS.1.Dénomination principale,PAS.1.Dénomination complémentaire,Education prioritaire (Archipel),Territoire,Adresse,PAS.1.Lieu dit,Code Postal,Ville,IPS,ULIS,Degré,Secteur,Mail,Téléphone,Chef d'établissement,PAS.1.Hébergement,Circonscription,PAS,Nom du PAS,Bassin,Secteur SEGPA,Secteur ERSEH,ERSEH,PIAL,Effectifs ens. Adapté,Effectifs (Archipel),PAS.1.Effectifs,Latitude,Longitude,Lat Moyen Secteur,Long Moyen Secteur,Indice d'éloignement
0671439A,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE INNENHEIM,ECOLE PRIMAIRE PUBLIQUE INNENHEIM,COLLEGE EUROPE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,73 rue du Général de Gaulle,,67880,INNENHEIM,0,0,1er degré,Public,ce.0671439A@ac-strasbourg.fr,0388957045,,,OBERNAI,Deux portes,Deux Portes,SUD,OBERNAI Europe,EUROMETROPOLE 4,BAPPERT Virginie,PIAL_0671434V,,76,69,48.49656146,7.573020646,"48,47351189","7,483504161",7.077867576
0671443E,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE MEISTRATZHEIM,ECOLE PRIMAIRE PUBLIQUE MEISTRATZHEIM,COLLEGE EUROPE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,417 bis rue Sainte Odile,,67210,MEISTRATZHEIM,0,0,1er degré,Public,ce.0671443E@ac-strasbourg.fr,0388483513,,,OBERNAI,Deux portes,Deux Portes,SUD,OBERNAI Europe,EUROMETROPOLE 4,BAPPERT Virginie,PIAL_0671434V,,79,85,48.44970797,7.540774039,"48,47351189","7,483504161",4.983805541
0671445G,"E.E.PU ",ECOLE PRIMAIRE SAINTE BARBE,ECOLE PRIMAIRE SAINTE BARBE NIEDERNAI,ECOLE PRIMAIRE PUBLIQUE STE BARBE NIEDERNAI,COLLEGE EUROPE,"ECOLE PRIMAIRE PUBLIQUE ","STE BARBE ",Hors EP,,34 rue du Château,,67210,NIEDERNAI,0,0,1er degré,Public,ce.0671445G@ac-strasbourg.fr,0388954119,,,OBERNAI,Deux portes,Deux Portes,SUD,OBERNAI Europe,EUROMETROPOLE 4,BAPPERT Virginie,PIAL_0671434V,,69,69,48.45112875,7.518230617,"48,47351189","7,483504161",3.570851638
0671515H,"E.M.PU ",ECOLE MATERNELLE CAMILLE CLAUDEL,ECOLE MATERNELLE CAMILLE CLAUDEL OBERNAI,ECOLE MATERNELLE PUBLIQUE CAMILLE CLAUDEL OBERNAI,COLLEGE FREPPEL,"ECOLE MATERNELLE PUBLIQUE ","CAMILLE CLAUDEL ",Hors EP,,2 square Saint-Charles,,67210,OBERNAI,0,0,1er degré,Public,ce.0671515H@ac-strasbourg.fr,0388952955,,,OBERNAI,Deux portes,Deux Portes,SUD,,SUD 2,RIEGERT Isabelle,PIAL_0671434V,,173,218,48.46139611,7.495555701,"48,47351189","7,483504161",1.613835987
0671772M,"E.P.PU ",ECOLE PRIMAIRE PARC,ECOLE PRIMAIRE PARC OBERNAI,ECOLE PRIMAIRE PUBLIQUE PARC OBERNAI,COLLEGE FREPPEL,"ECOLE PRIMAIRE PUBLIQUE ","PARC ",Hors EP,,204 bis route d'Ottrott,,67210,OBERNAI,0,0,1er degré,Public,ce.0671772M@ac-strasbourg.fr,0388954806,,,OBERNAI,Deux portes,Deux Portes,SUD,OBERNAI Europe,SUD 2,RIEGERT Isabelle,PIAL_0671434V,,176,186,48.46185149,7.474603077,"48,47351189","7,483504161",1.453196068
0671913R,"CLG ",COLLEGE HERRADE DE LANDSBERG,COLLEGE HERRADE DE LANDSBERG ROSHEIM,COLLEGE HERRADE DE LANDSBERG ROSHEIM,COLLEGE HERRADE DE LANDSBERG,"COLLEGE ","HERRADE DE LANDSBERG ",Hors EP,,4 rue du Stade,,67560,ROSHEIM,125.2,0,2nd degré,Public,ce.0671913R@ac-strasbourg.fr,0388504333,BAUMANN Laurence,SANS INTERNAT AVEC DEMI PENSION,OBERNAI,Deux portes,Deux Portes,SUD,,SUD 6,ALLAIS Florence,PIAL_0672868D,,667,655,48.50090611,7.476194533,"48,47351189","7,483504161",3.09336657
0671933M,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE INNENHEIM,ECOLE MATERNELLE PUBLIQUE INNENHEIM,COLLEGE EUROPE,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,Rue des Roses,,67880,INNENHEIM,0,0,1er degré,Public,ce.0671933M@ac-strasbourg.fr,0388957108,,,OBERNAI,Deux portes,Deux Portes,SUD,,EUROMETROPOLE 4,BAPPERT Virginie,PIAL_0671434V,,48,50,48.49737408,7.572253634,"48,47351189","7,483504161",7.058621929
0671997G,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE GRIESHEIM PRES MOLSHEIM,ECOLE MATERNELLE PUBLIQUE GRIESHEIM PRES MOLSHEIM,COLLEGE HERRADE DE LANDSBERG,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,Rue de Rosheim,,67870,GRIESHEIM PRES MOLSHEIM,0,0,1er degré,Public,ce.0671997G@ac-strasbourg.fr,0388386398,,,OBERNAI,Deux portes,Deux Portes,SUD,,SUD 6,ALLAIS Florence,PIAL_0672868D,,79,60,48.50448595,7.524934434,"48,47351189","7,483504161",4.602664526
0672078V,"CLG ",COLLEGE EUROPE,COLLEGE EUROPE OBERNAI,COLLEGE EUROPE OBERNAI,COLLEGE EUROPE,"COLLEGE ","EUROPE ",Hors EP,,33 avenue des Champs verts,,67210,OBERNAI,112.9,1,2nd degré,Public,ce.0672078V@ac-strasbourg.fr,0388476100,KERAMPRAN Gabrielle,SANS INTERNAT AVEC DEMI PENSION,OBERNAI,Deux portes,Deux Portes,SUD,,SUD 2,RIEGERT Isabelle,PIAL_0671434V,55,459,588,48.459749,7.499046729,"48,47351189","7,483504161",1.9118493
0672132D,"CLG ",COLLEGE FREPPEL,COLLEGE FREPPEL OBERNAI,COLLEGE FREPPEL OBERNAI,COLLEGE FREPPEL,"COLLEGE ","FREPPEL ",Hors EP,,1 rue du Stade,,67213,OBERNAI,116.2,1,2nd degré,Public,ce.0672132D@ac-strasbourg.fr,0388956161,SCHAHL Dominique,SANS INTERNAT AVEC DEMI PENSION,OBERNAI,Deux portes,Deux Portes,SUD,,SUD 2,RIEGERT Isabelle,PIAL_0671434V,,404,418,48.4601323,7.489360345,"48,47351189","7,483504161",1.549129115
0672868D,"E.P.PU ",ECOLE PRIMAIRE GROUPE SCOLAIRE DU ROSENMEER,ECOLE PRIMAIRE GROUPE SCOLAIRE DU ROSENMEER ROSHEIM,ECOLE PRIMAIRE PUBLIQUE GROUPE SCOLAIRE DU ROSENMEER ROSHEIM,COLLEGE HERRADE DE LANDSBERG," ECOLE PRIMAIRE PUBLIQUE ","GROUPE SCOLAIRE DU ROSENMEER ",Hors EP,,11 rue de l'Eglise,,67560,ROSHEIM,0,0,1er degré,Public,ce.0672868D@ac-strasbourg.fr,0388504286,,,OBERNAI,Deux portes,Deux Portes,SUD,OBERNAI Europe,SUD 6,ALLAIS Florence,PIAL_0672868D,,402,464,48.49422781,7.466766544,"48,47351189","7,483504161",2.613035355
0672875L,"E.P.PU ",ECOLE PRIMAIRE LILI SCHOENEMANN,ECOLE PRIMAIRE LILI SCHOENEMANN KRAUTERGERSHEIM,ECOLE PRIMAIRE PUBLIQUE LILI SCHOENEMANN KRAUTERGERSHEIM,COLLEGE EUROPE,"ECOLE PRIMAIRE PUBLIQUE ","LILI SCHOENEMANN ",Hors EP,,2 place du Tramway,,67880,KRAUTERGERSHEIM,0,0,1er degré,Public,ce.0672875L@ac-strasbourg.fr,0388957867,,,OBERNAI,Deux portes,Deux Portes,SUD,OBERNAI Europe,EUROMETROPOLE 4,BAPPERT Virginie,PIAL_0671434V,,156,163,48.47725928,7.563928009,"48,47351189","7,483504161",5.943130396
0670017E,"CLG ",COLLEGE ROMAIN ROLLAND,COLLEGE ROMAIN ROLLAND ERSTEIN,COLLEGE ROMAIN ROLLAND ERSTEIN,,"COLLEGE ","ROMAIN ROLLAND ",Hors EP,,4 rue de Wissembourg,,67150,ERSTEIN,105.8,1,2nd degré,Public,ce.0670017E@ac-strasbourg.fr,0388980435,DOMINIQUE SCHAHL,SANS INTERNAT AVEC DEMI PENSION,ERSTEIN,Erstein,Erstein,SUD,,SUD 5,HUMMEL Christelle,PIAL_0670017E,88,702,806,48.42191629,7.655386984,"48,39321467","7,66095688",3.217846939
0670200D,"E.M.PU ",ECOLE MATERNELLE CHATEAU D EAU,ECOLE MATERNELLE CHATEAU D EAU ERSTEIN,ECOLE MATERNELLE PUBLIQUE CHATEAU D'EAU ERSTEIN,,"ECOLE MATERNELLE PUBLIQUE ","CHATEAU D'EAU ",Hors EP,,Rue d'Obernai,,67150,ERSTEIN,0,0,1er degré,Public,ce.0670200D@ac-strasbourg.fr,0388989460,,,ERSTEIN,Erstein,Erstein,SUD,,SUD 5,HUMMEL Christelle,PIAL_0670017E,,111,84,48.42134161,7.655356333,"48,39321467","7,66095688",3.154776788
0670206K,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE HINDISHEIM,ECOLE MATERNELLE PUBLIQUE HINDISHEIM,,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,268 rue de l'Eglise,,67150,HINDISHEIM,0,0,1er degré,Public,ce.0670206K@ac-strasbourg.fr,0388641488,,,ERSTEIN,Erstein,Erstein,SUD,,SUD 5,HUMMEL Christelle,PIAL_0670017E,,44,51,48.46955695,7.637654826,"48,39321467","7,66095688",8.661217555
0670737M,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE DIEBOLSHEIM,ECOLE PRIMAIRE PUBLIQUE DIEBOLSHEIM,COLLEGE DES DEUX RIVES,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,Rue de l'Eglise,,67230,DIEBOLSHEIM,0,0,1er degré,Public,ce.0670737M@ac-strasbourg.fr,0388748370,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 4,GRUNERT Anny,PIAL_0670106B,,37,19,48.29065569,7.662561937,"48,39321467","7,66095688",11.40465541
0671348B,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE HERBSHEIM,ECOLE PRIMAIRE PUBLIQUE HERBSHEIM,COLLEGE ROBERT SCHUMAN,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,103 rue de l'Eglise,,67230,HERBSHEIM,0,0,1er degré,Public,ce.0671348B@ac-strasbourg.fr,0388743167,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 4,GRUNERT Anny,PIAL_0672083A,,79,89,48.34982373,7.630280423,"48,39321467","7,66095688",5.330459548
0671359N,"E.P.PU ",ECOLE PRIMAIRE SCHMALAU,ECOLE PRIMAIRE SCHMALAU RHINAU,ECOLE PRIMAIRE PUBLIQUE SCHMALAU RHINAU,COLLEGE DES DEUX RIVES,"ECOLE PRIMAIRE PUBLIQUE ","SCHMALAU ",Hors EP,,3 rue Monpazier,,67860,RHINAU,0,1,1er degré,Public,ce.0671359N@ac-strasbourg.fr,0388746490,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 4,GRUNERT Anny,PIAL_0670106B,,197,145,48.32129825,7.703860703,"48,39321467","7,66095688",8.602153464
0671360P,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE ROSSFELD,ECOLE PRIMAIRE PUBLIQUE ROSSFELD,COLLEGE ROBERT SCHUMAN,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,44 rue Principale,,67230,ROSSFELD,0,0,1er degré,Public,ce.0671360P@ac-strasbourg.fr,0388743707,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 4,GRUNERT Anny,PIAL_0672083A,,103,94,48.33875701,7.615966459,"48,39321467","7,66095688",6.907582324
0671366W,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE WITTERNHEIM,ECOLE PRIMAIRE WITTERNHEIM,COLLEGE DES DEUX RIVES,"ECOLE PRIMAIRE ",,Hors EP,,71 rue de l'Ecole,,67230,WITTERNHEIM,0,0,1er degré,Public,ce.0671366W@ac-strasbourg.fr,0388854685,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 4,GRUNERT Anny,PIAL_0670106B,,69,73,48.31484042,7.611049459,"48,39321467","7,66095688",9.462959132
0671371B,"E.P.PU ",ECOLE INTERCOMMUNALE DE LA SCHEER,ECOLE INTERCOMMUNALE DE LA SCHEER BOLSENHEIM,ECOLE BOLSENHEIM UTTENHEIM ECOLE DE LA SCHEER BOLSENHEIM,COLLEGE LES CIGOGNES,"ECOLE BOLSENHEIM UTTENHEIM ","ECOLE DE LA SCHEER ",Hors EP,,13 rue de l'Eglise,,67150,BOLSENHEIM,0,0,1er degré,Public,ce.0671371B@ac-strasbourg.fr,0388980224,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 5,HUMMEL Christelle,PIAL_0670017E,,93,85,48.41928447,7.608711718,"48,39321467","7,66095688",4.824529773
0671379K,"E.P.PU ",ECOLE INTERCOMMUNALE HIPSHEIM ICHTRATZHEIM,ECOLE INTERCOMMUNALE HIPSHEIM ICHTRATZHEIM HIPSHEIM,ECOLE INTERCOMMUNALE HIPSHEIM ICHTRATZHEIM HIPSHEIM,COLLEGE ROMAIN ROLLAND,"ECOLE INTERCOMMUNALE ","HIPSHEIM ICHTRATZHEIM ",Hors EP,,16 rue Saint Ludan,,67150,HIPSHEIM,0,0,1er degré,Public,ce.0671379K@ac-strasbourg.fr,0388640102,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 5,HUMMEL Christelle,PIAL_0670017E,,119,126,48.46684024,7.674695408,"48,39321467","7,66095688",8.249303457
0671380L,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE LIMERSHEIM,ECOLE PRIMAIRE PUBLIQUE LIMERSHEIM,COLLEGE ROMAIN ROLLAND,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,Rue du Lin,,67150,LIMERSHEIM,0,0,1er degré,Public,ce.0671380L@ac-strasbourg.fr,0388685855,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 5,HUMMEL Christelle,PIAL_0670017E,,35,43,48.45330128,7.642867046,"48,39321467","7,66095688",6.813370009
0671382N,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE NORDHOUSE,ECOLE PRIMAIRE PUBLIQUE NORDHOUSE,COLLEGE ROMAIN ROLLAND,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,167 rue de l'Ecole,,67150,NORDHOUSE,0,0,1er degré,Public,ce.0671382N@ac-strasbourg.fr,0388980610,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 5,HUMMEL Christelle,PIAL_0670017E,,160,179,48.44729329,7.671675143,"48,39321467","7,66095688",6.065065196
0671385S,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE OBENHEIM,ECOLE PRIMAIRE PUBLIQUE OBENHEIM,COLLEGE LES CIGOGNES,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,3 place du Général de Gaulle,,67230,OBENHEIM,0,0,1er degré,Public,ce.0671385S@ac-strasbourg.fr,0388513624,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 5,HUMMEL Christelle,PIAL_0670017E,,75,101,48.35949006,7.690550722,"48,39321467","7,66095688",4.340530728
0671386T,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE OSTHOUSE,ECOLE PRIMAIRE PUBLIQUE OSTHOUSE,COLLEGE ROMAIN ROLLAND,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,26 rue du Château,,67150,OSTHOUSE,0,0,1er degré,Public,ce.0671386T@ac-strasbourg.fr,0388981050,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 5,HUMMEL Christelle,PIAL_0670017E,,89,81,48.40152538,7.640962782,"48,39321467","7,66095688",1.741545784
0671388V,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE SCHAEFFERSHEIM,ECOLE PRIMAIRE SERGE JUNG SCHAEFFERSHEIM,COLLEGE ROMAIN ROLLAND,"ECOLE PRIMAIRE SERGE JUNG ",,Hors EP,,1A rue de l'école,,67150,SCHAEFFERSHEIM,0,0,1er degré,Public,ce.0671388V@ac-strasbourg.fr,0388982230,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 5,HUMMEL Christelle,PIAL_0670017E,,88,75,48.42749231,7.623521424,"48,39321467","7,66095688",4.70769075
0671513F,"E.M.PU ",ECOLE MATERNELLE LE BRIEHLY MITTELHOLZ,ECOLE MATERNELLE LE BRIEHLY MITTELHOLZ ERSTEIN,ECOLE MATERNELLE PUBLIQUE LE BRIEHLY-MITTELHOLZ ERSTEIN,,"ECOLE MATERNELLE PUBLIQUE ","LE BRIEHLY-MITTELHOLZ ",Hors EP,,31 rue de la Dordogne,,67150,ERSTEIN,0,0,1er degré,Public,ce.0671513F@ac-strasbourg.fr,0388989461,,,ERSTEIN,Erstein,Erstein,SUD,,SUD 5,HUMMEL Christelle,PIAL_0670017E,,145,142,48.42441046,7.668682738,"48,39321467","7,66095688",3.515375678
0671963V,"CLG ",COLLEGE DES DEUX RIVES,COLLEGE DES DEUX RIVES RHINAU,COLLEGE DES DEUX RIVES RHINAU,,"COLLEGE ","DES DEUX RIVES ",Hors EP,,31 rue de la Chasse,,67860,RHINAU,105.9,1,2nd degré,Public,ce.0671963V@ac-strasbourg.fr,0388746177,FREDERICK ANSART,SANS INTERNAT AVEC DEMI PENSION,ERSTEIN,Erstein,Erstein,SUD,,SUD 4,GRUNERT Anny,PIAL_0670106B,,287,233,48.31900661,7.71095994,"48,39321467","7,66095688",9.04095232
0671996F,"E.P.PU ",ECOLE PRIMAIRE LES CIGOGNES,ECOLE PRIMAIRE LES CIGOGNES GERSTHEIM,ECOLE PRIMAIRE PUBLIQUE LES CIGOGNES GERSTHEIM,COLLEGE ROMAIN ROLLAND,"ECOLE PRIMAIRE PUBLIQUE ","LES CIGOGNES ",Hors EP,,1 rue des Cigognes,,67150,GERSTHEIM,0,1,1er degré,Public,ce.0671996F@ac-strasbourg.fr,0388983410,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 5,HUMMEL Christelle,PIAL_0670017E,,346,366,48.37554497,7.706047769,"48,39321467","7,66095688",3.866313533
0672023K,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE BOOFZHEIM,ECOLE PRIMAIRE PUBLIQUE BOOFZHEIM,COLLEGE DES DEUX RIVES,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,2 rue Mieg,,67860,BOOFZHEIM,0,0,1er degré,Public,ce.0672023K@ac-strasbourg.fr,0388748187,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 4,GRUNERT Anny,PIAL_0670106B,,74,98,48.33187013,7.678010497,"48,39321467","7,66095688",6.936582779
0672040D,"E.P.PU ",ECOLE ELEMENTAIRE ANNE FRANK,ECOLE ELEMENTAIRE ANNE FRANK ERSTEIN,ECOLE PRIMAIRE PUBLIQUE ANNE FRANK ERSTEIN,COLLEGE ROMAIN ROLLAND,"ECOLE PRIMAIRE PUBLIQUE ","ANNE FRANK ",Hors EP,,19 rue de Strasbourg,,67150,ERSTEIN,0,1,1er degré,Public,ce.0672040D@ac-strasbourg.fr,0388988230,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 5,HUMMEL Christelle,PIAL_0670017E,,245,292,48.42446396,7.661073734,"48,39321467","7,66095688",3.474773386
0672041E,"E.E.PU ",ECOLE PRIMAIRE PIERRE ET MARIE CURIE,ECOLE PRIMAIRE PIERRE ET MARIE CURIE ERSTEIN,ECOLE PRIMAIRE PUBLIQUE PIERRE ET MARIE CURIE ERSTEIN,COLLEGE ROMAIN ROLLAND,"ECOLE PRIMAIRE PUBLIQUE ","PIERRE ET MARIE CURIE ",Hors EP,,9 rue du Vieux Marché,,67150,ERSTEIN,0,1,1er degré,Public,ce.0672041E@ac-strasbourg.fr,0388988264,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 5,HUMMEL Christelle,PIAL_0670017E,,271,358,48.42349458,7.660309304,"48,39321467","7,66095688",3.367311765
0672085C,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE BOOFZHEIM,ECOLE MATERNELLE PUBLIQUE BOOFZHEIM,,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,Place de la Mairie,,67860,BOOFZHEIM,0,0,1er degré,Public,ce.0672085C@ac-strasbourg.fr,0388748235,,,ERSTEIN,Erstein,Erstein,SUD,,SUD 4,GRUNERT Anny,PIAL_0670106B,,40,42,48.33201847,7.679956589,"48,39321467","7,66095688",6.947977033
0672135G,"CLG ",COLLEGE LES CIGOGNES,COLLEGE LES CIGOGNES GERSTHEIM,COLLEGE LES CIGOGNES GERSTHEIM,,"COLLEGE ","LES CIGOGNES ",Hors EP,,8 rue des cigognes,,67150,GERSTHEIM,115.4,0,2nd degré,Public,ce.0672135G@ac-strasbourg.fr,0388596000,JULIEN CHERAULT,SANS INTERNAT AVEC DEMI PENSION,ERSTEIN,Erstein,Erstein,SUD,,SUD 5,HUMMEL Christelle,PIAL_0670017E,,322,341,48.37554497,7.706047769,"48,39321467","7,66095688",3.866313533
0672272F,"E.E.PU ",ECOLE ELEMENTAIRE,ECOLE ELEMENTAIRE HINDISHEIM,ECOLE ELEMENTAIRE PUBLIQUE HINDISHEIM,COLLEGE ROMAIN ROLLAND,"ECOLE ELEMENTAIRE PUBLIQUE ",,Hors EP,,130 rue de la Gare,,67150,HINDISHEIM,0,0,1er degré,Public,ce.0672272F@ac-strasbourg.fr,0388641389,,,ERSTEIN,Erstein,Erstein,SUD,ERSTEIN Romain Rolland,SUD 5,HUMMEL Christelle,PIAL_0670017E,,83,69,48.46757809,7.637329437,"48,39321467","7,66095688",8.450596625
0672443S,"E.M.PU ",ECOLE MATERNELLE HAMEAU KRAFFT,ECOLE MATERNELLE HAMEAU KRAFFT ERSTEIN,ECOLE MATERNELLE PUBLIQUE HAMEAU KRAFFT ERSTEIN,,"ECOLE MATERNELLE PUBLIQUE ","HAMEAU KRAFFT ",Hors EP,,8 rue Saint-Quentin,"KRAFFT ",67150,ERSTEIN,0,0,1er degré,Public,ce.0672443S@ac-strasbourg.fr,0388988268,,,ERSTEIN,Erstein,Erstein,SUD,,SUD 5,HUMMEL Christelle,PIAL_0670017E,,23,46,48.42331747,7.699183883,"48,39321467","7,66095688",4.377902151
0672677W,"LPO ",LYCEE POLYVALENT MARGUERITE YOURCENAR,LYCEE POLYVALENT MARGUERITE YOURCENAR ERSTEIN,LYCEE POLYVALENT MARGUERITE YOURCENAR ERSTEIN,,"LYCEE POLYVALENT ","MARGUERITE YOURCENAR ",Sans objet,,12 rue Victor Schoelcher,,67152,ERSTEIN,118,0,2nd degré,Public,ce.0672677W@ac-strasbourg.fr,0388980160,JACQUES SCHWEITZER,SANS INTERNAT NI DEMI PENSION,ERSTEIN,Erstein,Erstein,SUD,,SUD 5,HUMMEL Christelle,PIAL_0670017E,,807,914,48.42291477,7.652175861,"48,39321467","7,66095688",3.365503902
0670280R,"E.M.PU ",ECOLE MATERNELLE LEONARD DE VINCI,ECOLE MATERNELLE LEONARD DE VINCI STRASBOURG,ECOLE MATERNELLE PUBLIQUE LEONARD DE VINCI STRASBOURG,COLLEGE HANS ARP,"ECOLE MATERNELLE PUBLIQUE ","LEONARD DE VINCI ",REP+,REP+,3 rue Léonard de Vinci,,67200,STRASBOURG,0,0,1er degré,Public,ce.0670280R@ac-strasbourg.fr,0388301075,,,STRASBOURG 4,Etangs,Etangs,EUROMETROPOLE,,STRASBOURG CENTRE 1,JOURDIL Hélène,PIAL_0671907J,,105,132,48.56536059,7.726401095,"48,56211044","7,703203175",1.744908628
0670281S,"E.M.PU ",ECOLE MATERNELLE GLIESBERG,ECOLE MATERNELLE GLIESBERG STRASBOURG,ECOLE MATERNELLE PUBLIQUE GLIESBERG STRASBOURG,COLLEGE HANS ARP,"ECOLE MATERNELLE PUBLIQUE ","GLIESBERG ",REP+,REP+,10 chemin du Gliesberg,,67200,STRASBOURG,0,0,1er degré,Public,ce.0670281S@ac-strasbourg.fr,0388291170,,,STRASBOURG 4,Etangs,Etangs,EUROMETROPOLE,,STRASBOURG CENTRE 1,JOURDIL Hélène,PIAL_0671907J,,119,129,48.56788581,7.711328062,"48,56211044","7,703203175",0.877418927
0670282T,"E.M.PU ",ECOLE MATERNELLE GUTENBERG,ECOLE MATERNELLE GUTENBERG STRASBOURG,ECOLE MATERNELLE PUBLIQUE GUTENBERG STRASBOURG,COLLEGE HANS ARP,"ECOLE MATERNELLE PUBLIQUE ","GUTENBERG ",REP+,REP+,32 rue de Balbronn,,67200,STRASBOURG,0,0,1er degré,Public,ce.0670282T@ac-strasbourg.fr,0388303526,,,STRASBOURG 4,Etangs,Etangs,EUROMETROPOLE,,STRASBOURG CENTRE 1,JOURDIL Hélène,PIAL_0671907J,,144,144,48.56082105,7.703725043,"48,56211044","7,703203175",0.14842793
0670425Y,"E.E.PU ",ECOLE PRIMAIRE GLIESBERG,ECOLE PRIMAIRE GLIESBERG STRASBOURG,ECOLE ELEMENTAIRE PUBLIQUE GLIESBERG STRASBOURG,COLLEGE HANS ARP,"ECOLE ELEMENTAIRE PUBLIQUE ","GLIESBERG ",REP+,REP+,8 chemin du Gliesberg,,67200,STRASBOURG,0,0,1er degré,Public,ce.0670425Y@ac-strasbourg.fr,0388302656,,,STRASBOURG 4,Etangs,Etangs,EUROMETROPOLE,STRASBOURG Hans Arp,STRASBOURG CENTRE 1,JOURDIL Hélène,PIAL_0671907J,,212,230,48.56789234,7.710208472,"48,56211044","7,703203175",0.824058675
0671332J,"E.M.PU ",ECOLE MATERNELLE ERCKMANN CHATRIAN,ECOLE MATERNELLE ERCKMANN CHATRIAN STRASBOURG,ECOLE MATERNELLE PUBLIQUE ERCKMANN CHATRIAN STRASBOURG,COLLEGE HANS ARP,"ECOLE MATERNELLE PUBLIQUE ","ERCKMANN CHATRIAN ",REP+,REP+,280 route de Schirmeck,,67200,STRASBOURG,0,0,1er degré,Public,ce.0671332J@ac-strasbourg.fr,0388780632,,,STRASBOURG 4,Etangs,Etangs,EUROMETROPOLE,,STRASBOURG CENTRE 1,JOURDIL Hélène,PIAL_0671907J,,227,231,48.56209108,7.696677655,"48,56211044","7,703203175",0.480215789
0671665W,"E.E.PU ",ECOLE PRIMAIRE LES PRES,ECOLE PRIMAIRE LES PRES LINGOLSHEIM,ECOLE PRIMAIRE PUBLIQUE LES PRES LINGOLSHEIM,COLLEGE GALILEE,"ECOLE PRIMAIRE PUBLIQUE ","LES PRES ",Hors EP,,94 rue des Prés,,67380,LINGOLSHEIM,0,1,1er degré,Public,ce.0671665W@ac-strasbourg.fr,0388783900,,,STRASBOURG 4,Etangs,Etangs,EUROMETROPOLE,LINGOLSHEIM Maxime Alexandre,STRASBOURG SUD 3,MULLER Vanessa,PIAL_0672044H,,216,202,48.55347301,7.684317862,"48,56211044","7,703203175",1.689442076
